date,day,actual time,to_minutes,slot,car1,bus1 ,car2,bus2,car3,bus3,car4,bus4,car5,bus5,car6,bus6,car7,bus7,car8,bus8,holiday
25/08/2017,Friday,16:09:08,969.1333333,9,12,26,25,51,61,59,20,44,20,50,30,52,45,55,30,51,Y
25/08/2017,Friday,16:16:54,976.9,9,11,26,26,55,64,59,19,37,20,50,32,52,45,55,31,51,Y
25/08/2017,Friday,16:24:38,984.6333333,9,12,26,26,56,59,63,20,37,20,46,35,52,45,55,30,51,Y
25/08/2017,Friday,16:32:24,992.4,9,12,26,26,45,60,64,19,37,20,46,39,52,45,55,30,60,Y
25/08/2017,Friday,16:40:07,1000.116667,9,12,26,26,45,60,69,20,44,21,50,45,52,47,96,31,57,Y
25/08/2017,Friday,16:47:54,1007.9,9,12,26,27,51,62,59,19,44,21,50,53,52,45,91,31,57,Y
25/08/2017,Friday,16:55:38,1015.633333,9,13,26,27,56,74,59,19,44,21,50,54,52,49,69,31,57,Y
05/09/2017,Tuesday,16:17:30,977.5,9,12,26,28,56,47,59,21,40,20,52,30,52,43,55,59,51,Y
05/09/2017,Tuesday,16:25:12,985.2,9,11,26,29,56,49,63,21,40,20,48,29,52,43,55,59,65,Y
05/09/2017,Tuesday,16:32:54,992.9,9,11,26,28,45,46,64,21,46,20,48,30,52,46,55,58,60,Y
05/09/2017,Tuesday,16:40:36,1000.6,9,11,26,27,45,47,69,21,46,20,52,35,52,47,96,59,57,Y
05/09/2017,Tuesday,16:48:18,1008.3,9,14,26,28,51,46,59,21,46,20,52,36,52,47,91,60,57,Y
05/09/2017,Tuesday,16:55:59,1015.983333,9,12,26,28,56,47,59,23,46,20,52,37,52,47,69,60,57,Y
15/08/2017,Tuesday,16:02:15,962.25,9,11,25,26,55,57,64,20,44,19,49,24,52,37,62,31,64,Y
15/08/2017,Tuesday,16:09:55,969.9166667,9,11,25,25,51,59,59,19,44,20,49,23,52,38,76,31,51,Y
15/08/2017,Tuesday,16:22:35,982.5833333,9,11,25,26,55,56,59,19,37,20,45,25,52,40,62,33,51,Y
15/08/2017,Tuesday,16:34:05,994.0833333,9,12,34,27,44,56,64,19,44,20,45,24,52,39,98,32,60,Y
15/08/2017,Tuesday,16:41:45,1001.75,9,12,25,27,52,55,69,19,44,20,49,24,52,39,98,33,57,Y
15/08/2017,Tuesday,16:49:24,1009.4,9,12,25,27,51,62,59,19,44,20,49,25,52,41,91,33,57,Y
15/08/2017,Tuesday,16:57:05,1017.083333,9,13,25,27,55,68,69,19,44,20,49,25,52,41,98,33,57,Y
12/08/2017,Saturday,16:03:12,963.2,9,14,25,30,55,79,63,23,46,22,39,33,52,40,62,38,64,Y
12/08/2017,Saturday,16:10:55,970.9166667,9,13,25,31,51,75,59,21,46,22,39,32,52,41,76,36,51,Y
12/08/2017,Saturday,16:18:39,978.65,9,13,25,30,55,72,59,21,40,22,39,35,52,41,62,35,51,Y
12/08/2017,Saturday,16:26:22,986.3666667,9,15,34,30,55,70,63,22,40,21,47,35,52,43,62,40,65,Y
12/08/2017,Saturday,16:34:05,994.0833333,9,15,25,31,44,73,64,21,46,22,47,34,52,46,98,40,60,Y
12/08/2017,Saturday,16:41:49,1001.816667,9,18,25,30,52,71,69,21,46,23,39,32,52,46,98,39,57,Y
12/08/2017,Saturday,16:50:33,1010.55,9,17,25,30,51,77,59,22,46,22,52,30,52,46,91,37,57,Y
12/08/2017,Saturday,16:58:17,1018.283333,9,17,25,30,52,78,57,21,46,23,47,32,52,47,98,40,57,Y
13/08/2017,Sunday,16:04:44,964.7333333,9,12,25,26,55,52,63,21,46,22,39,25,52,39,76,33,51,Y
13/08/2017,Sunday,16:12:23,972.3833333,9,12,25,25,55,52,59,20,46,21,39,24,52,40,76,32,51,Y
13/08/2017,Sunday,16:20:04,980.0666667,9,12,25,26,55,50,59,21,40,21,47,27,52,40,62,32,51,Y
13/08/2017,Sunday,16:28:46,988.7666667,9,14,34,27,51,53,63,20,40,21,47,27,52,41,65,34,65,Y
13/08/2017,Sunday,16:36:26,996.4333333,9,14,25,28,44,55,63,20,46,22,47,28,52,41,98,35,60,Y
13/08/2017,Sunday,16:44:05,1004.083333,9,14,25,27,55,53,59,21,46,22,39,27,52,41,91,34,57,Y
13/08/2017,Sunday,16:51:49,1011.816667,9,16,25,29,50,55,59,21,46,23,52,27,52,40,98,34,57,Y
13/08/2017,Sunday,16:59:29,1019.483333,9,15,25,27,52,56,57,21,46,22,47,27,52,41,98,35,57,Y
20/08/2017,Sunday,16:03:57,963.95,9,13,25,26,55,53,63,20,44,21,49,27,52,36,76,32,51,Y
20/08/2017,Sunday,16:11:39,971.65,9,11,25,24,50,57,59,20,44,21,49,26,52,37,76,32,51,Y
20/08/2017,Sunday,16:19:22,979.3666667,9,13,25,25,55,57,59,20,37,21,49,27,52,38,62,32,51,Y
20/08/2017,Sunday,16:27:04,987.0666667,9,12,34,25,51,57,63,20,37,22,45,26,52,39,62,30,65,Y
20/08/2017,Sunday,16:34:46,994.7666667,9,13,25,26,44,61,64,20,44,21,45,28,52,40,98,31,60,Y
20/08/2017,Sunday,16:42:29,1002.483333,9,13,25,27,55,64,59,21,44,21,49,27,52,39,91,30,57,Y
20/08/2017,Sunday,16:50:11,1010.183333,9,14,25,27,51,62,59,20,44,21,37,26,52,42,91,30,57,Y
20/08/2017,Sunday,16:57:53,1017.883333,9,16,25,28,52,62,69,20,44,22,49,25,52,44,98,32,57,Y
27/08/2017,Sunday,16:00:07,960.1166667,9,11,21,26,56,68,64,20,44,22,50,25,52,39,75,35,64,Y
27/08/2017,Sunday,16:07:48,967.8,9,12,26,26,51,67,63,19,44,22,50,25,52,39,75,37,51,Y
27/08/2017,Sunday,16:15:30,975.5,9,13,26,26,56,67,59,20,37,22,50,25,52,41,55,35,51,Y
27/08/2017,Sunday,16:23:11,983.1833333,9,11,26,26,56,69,63,20,37,22,46,24,52,40,55,37,51,Y
27/08/2017,Sunday,16:30:52,990.8666667,9,12,26,26,51,70,63,20,37,22,46,25,52,43,55,38,60,Y
27/08/2017,Sunday,16:38:34,998.5666667,9,17,26,30,45,71,55,20,44,22,46,25,52,41,96,37,62,Y
27/08/2017,Sunday,16:46:16,1006.266667,9,14,26,28,56,70,59,20,44,23,50,24,52,40,96,36,57,Y
27/08/2017,Sunday,16:53:56,1013.933333,9,15,26,29,56,65,59,20,44,23,50,25,52,42,96,38,57,Y
03/09/2017,Sunday,16:00:17,960.2833333,9,11,21,26,56,55,64,21,46,21,52,25,52,39,75,32,64,Y
03/09/2017,Sunday,16:08:04,968.0666667,9,13,26,25,51,58,63,21,46,21,52,25,52,39,75,34,51,Y
03/09/2017,Sunday,16:16:58,976.9666667,9,12,26,26,55,60,59,21,40,21,52,26,52,39,55,33,51,Y
03/09/2017,Sunday,16:24:40,984.6666667,9,11,26,26,56,56,63,22,40,21,48,26,52,40,55,32,65,Y
03/09/2017,Sunday,16:32:25,992.4166667,9,13,26,27,45,58,64,23,40,21,48,27,52,40,55,34,60,Y
03/09/2017,Sunday,16:40:16,1000.266667,9,14,26,27,45,59,69,23,46,21,52,26,52,42,96,34,57,Y
03/09/2017,Sunday,16:47:57,1007.95,9,14,26,28,51,59,59,26,46,21,52,26,52,40,91,36,57,Y
03/09/2017,Sunday,16:55:37,1015.616667,9,13,26,28,56,59,59,24,46,21,52,28,52,42,96,35,57,Y
24/09/2017,Sunday,16:07:40,967.6666667,9,12,24,25,40,57,69,21,42,20,42,26,66,51,55,29,70,Y
24/09/2017,Sunday,16:27:37,987.6166667,9,12,22,26,39,61,69,20,42,21,42,26,52,48,89,31,68,Y
24/09/2017,Sunday,16:35:17,995.2833333,9,15,22,26,44,59,64,20,42,21,46,27,52,49,89,30,68,Y
24/09/2017,Sunday,16:42:58,1002.966667,9,16,22,26,44,56,64,21,42,21,46,27,66,48,89,30,68,Y
24/09/2017,Sunday,16:50:38,1010.633333,9,16,22,26,44,54,57,21,42,21,42,26,53,48,89,30,68,Y
24/09/2017,Sunday,16:58:19,1018.316667,9,13,22,27,40,56,69,20,42,21,42,25,53,47,89,30,68,Y
