date,Actual Time,to_minutes,slot,car1,car2,car3,car4,car5,car6,car7,car8,Holiday
17:42:37,18:01:20,1081.333333,11,21,42,86,34,37,33,78,47,Y
17:42:37,18:06:29,1086.483333,11,21,41,85,34,37,33,78,47,Y
17:42:37,18:11:36,1091.6,11,20,41,85,34,37,33,79,47,Y
17:42:37,18:16:44,1096.733333,11,20,41,79,34,37,33,78,47,Y
17:42:37,18:21:54,1101.9,11,20,41,78,34,37,32,79,47,Y
17:42:37,18:27:07,1107.116667,11,20,42,78,35,38,32,78,47,Y
17:42:37,18:32:15,1112.25,11,20,42,77,35,37,32,78,48,Y
17:42:37,18:37:22,1117.366667,11,19,42,77,35,38,32,78,48,Y
17:42:37,18:42:31,1122.516667,11,19,42,77,36,38,32,78,49,Y
17:42:37,18:47:39,1127.65,11,19,42,80,36,39,32,78,48,Y
17:42:37,18:52:46,1132.766667,11,20,43,77,37,39,32,78,49,Y
17:42:37,18:57:54,1137.9,11,20,42,80,38,39,33,77,49,Y
25:42:37,18:04:51,1084.85,11,25,49,103,65,38,69,74,56,N
25:42:37,18:11:00,1091,11,25,50,102,64,39,70,74,60,N
25:42:37,18:17:11,1097.183333,11,24,49,101,65,40,69,75,62,N
25:42:37,18:23:22,1103.366667,11,24,48,101,53,40,69,75,61,N
25:42:37,18:29:32,1109.533333,11,23,48,101,65,41,69,76,62,N
25:42:37,18:35:42,1115.7,11,24,48,100,54,42,68,76,63,N
25:42:37,18:41:53,1121.883333,11,23,47,98,58,43,66,76,63,N
25:42:37,18:48:04,1128.066667,11,23,47,98,59,43,66,75,63,N
25:42:37,18:54:14,1134.233333,11,22,48,98,59,43,65,76,63,N
18:42:37,18:03:32,1083.533333,11,25,49,113,65,40,68,74,56,N
18:42:37,18:09:37,1089.616667,11,25,49,103,64,40,69,74,56,N
18:42:37,18:15:53,1095.883333,11,24,49,114,65,41,69,75,57,N
18:42:37,18:22:06,1102.1,11,26,48,102,64,41,69,75,59,N
18:42:37,18:28:17,1108.283333,11,23,48,101,64,43,75,76,60,N
18:42:37,18:34:27,1114.45,11,23,48,100,65,44,68,76,61,N
18:42:37,18:40:34,1120.566667,11,24,48,99,56,45,66,76,61,N
18:42:37,18:46:44,1126.733333,11,23,47,112,66,45,67,75,61,N
18:42:37,18:52:56,1132.933333,11,23,48,98,66,45,75,75,62,N
