date,Monday,actual time,to_minutes,slot,car1,bus1,car2,bus2,car3,bus3,car4,bus4,car5,bus5,car6,bus6,car7,bus7,car8,bus8,Holiday
22/08/2017,Tuesday,13:45:37,825.6166666667,6,12,21,29,51,69,55,20,37,22,45,31,52,45,70,33,57,N
22/08/2017,Tuesday,13:53:24,833.4,6,12,21,29,47,68,63,20,44,22,45,30,52,45,70,33,66,N
29/08/2017,Tuesday,13:06:35,786.5833333333,6,13,26,33,51,75,63,22,40,24,52,38,52,52,59,35,51,N
29/08/2017,Tuesday,13:14:14,794.2333333333,6,14,21,34,56,66,63,22,33,23,52,36,52,50,55,34,51,N
29/08/2017,Tuesday,13:21:54,801.9,6,14,28,34,51,64,63,22,46,23,52,36,52,49,55,35,51,N
29/08/2017,Tuesday,13:29:33,809.55,6,15,21,35,51,61,59,21,46,23,52,35,52,50,71,36,62,N
29/08/2017,Tuesday,13:37:13,817.2166666667,6,14,26,32,51,59,63,22,40,23,52,35,52,49,64,35,65,N
29/08/2017,Tuesday,13:44:53,824.8833333333,6,17,35,31,51,58,55,22,40,23,48,36,52,48,64,42,57,N
29/08/2017,Tuesday,13:52:34,832.5666666667,6,14,21,31,48,60,63,21,40,23,48,38,52,47,64,44,57,N
12/09/2017,Tuesday,13:00:36,780.6,6,12,26,31,52,72,64,20,44,26,50,30,52,49,59,33,61,N
12/09/2017,Tuesday,13:08:18,788.3,6,13,26,29,51,71,69,21,37,25,50,31,52,48,59,31,51,N
12/09/2017,Tuesday,13:16:05,796.0833333333,6,12,28,28,56,69,69,20,31,21,50,30,52,50,55,33,51,N
12/09/2017,Tuesday,13:23:48,803.8,6,13,26,28,51,70,64,20,44,21,50,30,52,52,55,37,51,N
12/09/2017,Tuesday,13:31:29,811.4833333333,6,12,26,28,51,72,64,20,44,22,50,29,52,52,71,33,62,N
12/09/2017,Tuesday,13:39:10,819.1666666667,6,12,26,27,51,71,62,20,37,22,50,28,52,50,64,33,57,N
12/09/2017,Tuesday,13:46:53,826.8833333333,6,12,21,29,51,67,69,19,37,22,46,28,52,48,64,35,57,N
12/09/2017,Tuesday,13:54:35,834.5833333333,6,13,21,27,48,62,69,20,44,22,46,28,52,49,64,32,60,N
19/09/2017,Tuesday,13:09:11,789.1833333333,6,15,22,31,40,65,69,21,40,26,43,28,52,57,94,32,51,N
19/09/2017,Tuesday,13:19:40,799.6666666667,6,15,26,33,40,63,59,21,40,23,45,28,52,54,63,37,51,N
19/09/2017,Tuesday,13:27:29,807.4833333333,6,14,24,37,40,63,64,20,40,23,43,30,52,52,71,33,62,N
19/09/2017,Tuesday,13:48:28,828.4666666667,6,13,26,32,40,62,69,20,40,23,40,30,52,53,94,35,57,N
19/09/2017,Tuesday,13:56:15,836.25,6,13,22,30,40,66,69,20,40,23,40,29,52,52,94,34,60,N
09/08/2017,Wednesday,13:03:50,783.8333333333,6,13,25,29,51,58,63,21,40,21,52,38,52,50,61,38,61,N
09/08/2017,Wednesday,13:11:30,791.5,6,13,21,29,51,55,63,21,40,20,52,39,52,50,69,34,51,N
09/08/2017,Wednesday,13:19:09,799.15,6,13,27,29,51,54,64,21,33,21,52,39,52,50,70,34,51,N
09/08/2017,Wednesday,13:26:48,806.8,6,13,21,28,51,54,54,21,46,20,52,39,52,50,113,33,62,N
09/08/2017,Wednesday,13:34:28,814.4666666667,6,12,25,30,55,55,59,21,40,21,52,40,52,48,81,36,62,N
09/08/2017,Wednesday,13:42:07,822.1166666667,6,13,34,30,51,56,67,20,40,22,47,39,52,49,70,33,57,N
09/08/2017,Wednesday,13:49:46,829.7666666667,6,14,21,30,51,55,55,21,40,22,39,39,52,48,70,37,57,N
09/08/2017,Wednesday,13:57:29,837.4833333333,6,11,21,30,47,53,63,21,46,21,39,44,52,49,70,37,60,N
16/08/2017,Wednesday,13:01:52,781.8666666667,6,13,25,29,51,61,59,20,44,21,49,31,52,50,61,33,61,N
16/08/2017,Wednesday,13:12:33,792.55,6,13,21,30,55,59,63,20,37,21,49,31,52,48,69,38,51,N
16/08/2017,Wednesday,13:20:12,800.2,6,12,27,31,51,62,64,20,44,21,49,31,52,48,70,35,51,N
16/08/2017,Wednesday,13:27:54,807.9,6,13,21,30,51,59,59,20,44,21,49,31,52,47,113,36,62,N
16/08/2017,Wednesday,13:35:33,815.55,6,12,25,30,55,65,59,20,37,22,49,30,52,46,81,33,65,N
16/08/2017,Wednesday,13:43:13,823.2166666667,6,12,34,30,51,63,67,20,37,21,45,30,52,45,70,37,57,N
16/08/2017,Wednesday,13:50:53,830.8833333333,6,12,21,30,51,62,63,20,37,22,45,29,52,46,70,35,57,N
16/08/2017,Wednesday,13:58:31,838.5166666667,6,12,21,29,47,60,63,19,44,21,45,28,52,44,74,35,60,N
23/08/2017,Wednesday,13:03:41,783.6833333333,6,14,25,32,51,76,63,21,37,21,49,41,52,48,61,35,61,N
23/08/2017,Wednesday,13:11:24,791.4,6,15,21,31,51,75,63,21,37,21,49,45,52,46,69,33,51,N
23/08/2017,Wednesday,13:19:03,799.05,6,15,27,30,51,72,64,21,31,23,49,42,52,47,70,34,51,N
23/08/2017,Wednesday,13:26:46,806.7666666667,6,12,21,30,51,73,54,21,44,23,49,46,52,48,113,35,62,N
23/08/2017,Wednesday,13:34:26,814.4333333333,6,12,25,30,55,69,59,21,37,23,49,38,52,47,81,35,62,N
23/08/2017,Wednesday,13:42:06,822.1,6,13,34,30,51,72,67,21,37,22,45,38,52,49,70,34,57,N
23/08/2017,Wednesday,13:49:45,829.75,6,14,21,29,51,71,55,20,37,22,45,35,52,47,70,33,57,N
23/08/2017,Wednesday,13:57:25,837.4166666667,6,13,21,30,47,67,63,20,44,21,45,38,52,47,70,34,60,N
30/08/2017,Wednesday,13:02:50,782.8333333333,6,12,26,31,51,48,59,21,40,21,52,31,52,50,59,34,61,N
30/08/2017,Wednesday,13:10:35,790.5833333333,6,12,21,31,51,44,63,21,40,21,52,30,52,50,55,34,51,N
13/09/2017,Wednesday,13:05:11,785.1833333333,6,12,26,30,51,72,69,21,40,22,52,37,52,55,59,32,51,N
13/09/2017,Wednesday,13:12:50,792.8333333333,6,12,21,30,56,68,69,21,33,21,52,35,52,54,55,34,51,N
13/09/2017,Wednesday,13:20:29,800.4833333333,6,13,28,31,51,71,59,20,44,22,50,36,52,52,55,31,51,N
13/09/2017,Wednesday,13:28:08,808.1333333333,6,13,21,30,51,65,64,20,44,21,50,36,52,52,71,32,62,N
13/09/2017,Wednesday,13:35:48,815.8,6,12,26,32,56,68,64,20,37,22,50,36,52,50,65,32,65,N
13/09/2017,Wednesday,13:43:26,823.4333333333,6,13,35,29,51,70,62,20,37,22,46,39,52,51,64,33,57,N
13/09/2017,Wednesday,13:51:05,831.0833333333,6,12,21,29,51,67,69,20,37,21,46,43,52,48,64,33,57,N
13/09/2017,Wednesday,13:58:48,838.8,6,13,21,29,48,69,69,19,44,21,46,38,52,47,64,33,60,N
20/09/2017,Wednesday,13:03:47,783.7833333333,6,18,22,32,40,48,69,22,40,32,43,35,52,55,94,34,61,N
20/09/2017,Wednesday,13:12:06,792.1,6,19,22,31,44,49,69,22,40,30,43,34,52,54,63,33,51,N
20/09/2017,Wednesday,13:20:17,800.2833333333,6,21,23,31,40,48,59,23,40,27,45,35,52,53,63,33,51,N
20/09/2017,Wednesday,13:28:12,808.2,6,29,24,30,40,48,64,24,40,28,43,35,52,51,71,33,62,N
20/09/2017,Wednesday,13:36:02,816.0333333333,6,22,22,31,40,48,64,22,40,25,43,33,52,51,94,34,65,N
20/09/2017,Wednesday,13:44:00,824,6,20,22,32,40,47,62,22,40,25,40,34,52,49,94,34,57,N
20/09/2017,Wednesday,13:54:23,834.3833333333,6,26,22,31,44,46,69,21,40,24,40,34,52,51,94,33,60,N
10/08/2017,Thursday,13:01:52,781.8666666667,6,14,25,29,51,73,59,20,44,22,49,32,52,55,61,37,61,N
10/08/2017,Thursday,13:09:30,789.5,6,12,25,30,51,78,63,20,37,21,49,31,52,54,69,36,51,N
10/08/2017,Thursday,13:17:10,797.1666666667,6,13,27,30,55,75,64,20,31,22,49,32,52,51,70,37,51,N
10/08/2017,Thursday,13:24:45,804.75,6,13,25,32,51,78,54,20,44,21,49,33,52,51,113,37,62,N
10/08/2017,Thursday,13:32:19,812.3166666667,6,12,25,30,55,81,59,20,44,21,49,31,52,48,113,40,62,N
10/08/2017,Thursday,13:39:57,819.95,6,12,25,31,51,78,64,19,37,21,49,31,52,46,70,40,57,N
10/08/2017,Thursday,13:47:36,827.6,6,13,21,28,51,82,55,19,37,21,45,31,52,47,70,36,57,N
10/08/2017,Thursday,13:55:16,835.2666666667,6,12,21,28,47,74,63,20,44,21,45,31,52,45,70,36,60,N
17/08/2017,Thursday,13:00:52,780.8666666667,6,12,25,29,52,72,59,28,46,24,52,38,52,47,61,36,61,N
17/08/2017,Thursday,13:08:32,788.5333333333,6,13,25,29,51,73,63,24,40,24,52,42,52,48,69,35,51,N
17/08/2017,Thursday,13:16:14,796.2333333333,6,12,27,29,55,73,63,22,33,23,52,43,52,46,70,37,51,N
17/08/2017,Thursday,13:23:55,803.9166666667,6,12,25,29,51,66,54,21,46,22,52,41,52,46,113,37,51,N
17/08/2017,Thursday,13:31:37,811.6166666667,6,12,25,29,50,64,59,21,46,22,52,38,52,45,113,37,62,N
17/08/2017,Thursday,13:39:17,819.2833333333,6,12,25,28,51,65,64,21,40,22,47,42,52,45,70,37,57,N
17/08/2017,Thursday,13:46:55,826.9166666667,6,12,21,29,51,65,55,20,40,21,47,36,52,44,70,41,57,N
17/08/2017,Thursday,13:54:38,834.6333333333,6,12,21,29,47,65,63,20,46,20,39,37,52,45,70,35,60,N
24/08/2017,Thursday,13:05:01,785.0166666667,6,13,26,31,51,63,63,21,37,25,50,35,52,51,59,37,61,N
24/08/2017,Thursday,13:12:41,792.6833333333,6,13,21,31,56,61,63,21,37,24,50,36,52,51,55,35,51,N
24/08/2017,Thursday,13:20:20,800.3333333333,6,13,28,30,51,67,64,21,44,23,50,36,52,51,55,36,51,N
24/08/2017,Thursday,13:28:00,808,6,15,21,29,51,62,59,20,44,23,50,36,52,49,71,42,62,N
24/08/2017,Thursday,13:35:39,815.65,6,19,26,32,56,64,59,20,37,23,50,34,52,48,65,39,65,N
24/08/2017,Thursday,13:43:19,823.3166666667,6,17,35,33,51,62,67,20,37,22,46,35,52,48,64,34,57,N
24/08/2017,Thursday,13:50:58,830.9666666667,6,17,21,30,51,62,63,20,37,22,46,34,52,49,64,37,57,N
24/08/2017,Thursday,13:58:37,838.6166666667,6,17,21,30,48,61,63,20,44,21,46,32,52,48,64,34,60,N
11/08/2107,Friday,13:04:18,784.3,6,13,25,29,51,66,63,21,40,22,52,39,52,45,61,34,61,N
11/08/2107,Friday,13:11:56,791.9333333333,6,12,21,29,50,64,63,21,40,22,52,37,52,45,69,33,51,N
11/08/2107,Friday,13:19:33,799.55,6,12,27,31,51,63,64,21,46,22,52,34,52,46,70,33,51,N
11/08/2107,Friday,13:27:13,807.2166666667,6,13,21,31,51,63,54,21,46,22,52,31,52,44,113,33,62,N
11/08/2107,Friday,13:34:49,814.8166666667,6,12,25,31,55,62,59,21,40,22,52,33,52,44,81,33,62,N
11/08/2107,Friday,13:42:31,822.5166666667,6,12,34,30,51,61,67,20,40,22,47,34,52,44,70,32,57,N
11/08/2107,Friday,13:50:10,830.1666666667,6,12,21,31,51,61,55,20,40,21,39,32,52,44,70,32,57,N
11/08/2107,Friday,13:58:31,838.5166666667,6,13,21,30,47,58,63,20,46,21,39,33,52,44,74,32,60,N
18/08/2017,Friday,13:01:25,781.4166666667,6,14,25,28,52,61,59,20,44,21,49,35,52,45,61,34,61,N
18/08/2017,Friday,13:09:45,789.75,6,13,25,29,51,59,63,20,37,21,49,34,52,45,69,33,51,N
18/08/2017,Friday,13:22:57,802.95,6,13,27,29,51,59,69,21,44,21,49,32,52,47,70,35,51,N
18/08/2017,Friday,13:30:55,810.9166666667,6,14,21,28,51,62,59,20,44,22,49,33,52,45,113,34,62,N
18/08/2017,Friday,13:38:42,818.7,6,13,25,29,51,59,51,20,37,21,49,31,52,44,70,34,57,N
18/08/2017,Friday,13:56:08,836.1333333333,6,12,21,28,47,55,63,20,44,21,45,35,52,43,70,33,60,N
01/09/2017,Friday,13:04:03,784.05,6,14,26,30,51,65,63,21,40,25,52,44,52,49,59,34,61,N
01/09/2017,Friday,13:11:42,791.7,6,14,21,30,51,64,63,21,40,26,52,49,52,47,55,34,51,N
01/09/2017,Friday,13:19:21,799.35,6,14,28,30,51,64,64,21,33,26,52,43,52,48,55,34,51,N
01/09/2017,Friday,13:27:02,807.0333333333,6,16,21,30,51,67,54,21,46,25,52,44,52,48,71,32,62,N
01/09/2017,Friday,13:34:42,814.7,6,15,26,29,56,64,59,21,40,26,52,41,52,47,69,33,62,N
01/09/2017,Friday,13:42:22,822.3666666667,6,14,35,29,51,62,67,21,40,26,48,43,52,49,64,32,57,N
01/09/2017,Friday,13:50:02,830.0333333333,6,12,21,28,51,58,55,20,40,25,48,40,52,50,64,33,57,N
01/09/2017,Friday,13:57:41,837.6833333333,6,12,21,29,48,58,63,20,46,23,48,36,52,51,64,33,60,N
08/09/2017,Friday,13:01:03,781.05,6,13,26,29,52,65,59,21,46,22,52,39,52,46,59,32,61,N
08/09/2017,Friday,13:08:43,788.7166666667,6,12,26,29,51,62,63,21,40,21,52,37,52,46,55,32,51,N
08/09/2017,Friday,13:16:22,796.3666666667,6,14,28,30,56,60,63,21,33,21,52,36,52,46,55,34,51,N
08/09/2017,Friday,13:24:01,804.0166666667,6,13,26,29,51,58,67,20,46,22,52,37,52,48,55,34,51,N
08/09/2017,Friday,13:38:38,818.6333333333,6,13,26,30,51,58,51,20,40,21,48,32,52,48,64,33,57,N
08/09/2017,Friday,13:46:18,826.3,6,12,21,29,51,57,55,20,40,21,48,34,52,46,64,34,57,N
08/09/2017,Friday,13:53:57,833.95,6,14,21,29,48,56,63,20,46,21,48,37,52,47,64,34,66,N
15/09/2017,Friday,13:03:59,783.9833333333,6,12,26,31,51,78,69,21,37,23,50,37,52,49,64,33,61,N
19/08/2017,Saturday,13:05:23,785.3833333333,6,18,25,32,51,84,63,21,37,23,49,44,52,46,61,34,51,N
19/08/2017,Saturday,13:30:06,810.1,6,16,21,33,51,87,59,22,44,27,49,43,52,45,113,35,62,N
19/08/2017,Saturday,13:37:58,817.9666666667,6,17,25,32,51,82,63,22,37,24,49,40,52,46,70,34,57,N
19/08/2017,Saturday,13:45:37,825.6166666667,6,19,21,32,51,88,55,22,37,23,45,40,52,45,70,35,57,N
26/08/2017,Saturday,13:04:17,784.2833333333,6,14,26,28,51,74,63,20,37,22,50,37,52,45,59,37,61,N
26/08/2017,Saturday,13:11:58,791.9666666667,6,14,21,28,51,78,63,20,37,22,50,35,52,47,55,36,51,N
26/08/2017,Saturday,13:19:38,799.6333333333,6,13,28,28,51,69,64,20,44,23,50,34,52,46,55,34,51,N
26/08/2017,Saturday,13:27:17,807.2833333333,6,13,21,28,51,79,54,20,44,22,50,34,52,46,71,34,62,N
26/08/2017,Saturday,13:34:57,814.95,6,14,26,29,56,75,59,20,37,22,50,32,52,44,65,38,62,N
26/08/2017,Saturday,13:42:40,822.6666666667,6,12,35,29,51,67,67,20,37,21,46,32,52,45,64,34,57,N
26/08/2017,Saturday,13:55:47,835.7833333333,6,14,21,30,48,64,63,20,44,21,46,28,52,44,64,37,60,N
09/09/2017,Saturday,13:39:23,819.3833333333,6,13,26,29,51,73,73,23,40,21,48,41,52,48,64,34,57,N
09/09/2017,Saturday,13:47:09,827.15,6,12,21,29,51,78,69,21,40,22,48,40,52,48,64,36,57,N
09/09/2017,Saturday,13:57:17,837.2833333333,6,13,21,28,48,78,69,21,46,21,48,41,52,46,64,34,60,N
16/09/2017,Saturday,13:18:57,798.95,6,14,28,32,51,87,59,20,31,23,50,40,52,46,63,36,51,N
16/09/2017,Saturday,13:26:36,806.6,6,16,21,30,51,87,64,21,44,25,50,39,52,46,71,35,62,N
16/09/2017,Saturday,13:34:11,814.1833333333,6,15,26,30,56,85,64,20,37,24,50,40,52,46,94,36,62,N
16/09/2017,Saturday,13:41:49,821.8166666667,6,14,28,30,51,82,62,20,37,23,46,39,52,45,94,35,57,N
16/09/2017,Saturday,13:49:23,829.3833333333,6,15,21,30,51,80,69,20,37,23,46,44,52,45,94,38,57,N
16/09/2017,Saturday,13:57:03,837.05,6,13,21,30,48,80,69,21,46,21,48,45,52,44,94,35,60,N
23/09/2017,Saturday,13:06:29,786.4833333333,,14,22,30,40,69,69,21,42,22,46,49,66,52,64,35,51,N
23/09/2017,Saturday,13:14:10,794.1666666667,,14,26,31,44,70,69,22,42,22,46,45,66,49,64,33,51,N
23/09/2017,Saturday,13:21:49,801.8166666667,,14,23,29,40,67,59,21,42,22,46,42,66,48,64,33,51,N
23/09/2017,Saturday,13:29:28,809.4666666667,,15,24,30,40,67,64,21,40,23,43,39,66,48,64,34,62,N
23/09/2017,Saturday,13:37:13,817.2166666667,,15,22,29,40,69,69,20,40,22,43,38,66,46,64,34,65,N
23/09/2017,Saturday,13:44:51,824.85,,18,22,28,40,69,57,21,42,21,42,45,66,47,64,35,57,N
