date,day,actual time,to_minutes,slot,car1,bus1 ,car2,bus2,car3,bus3,car4,bus4,car5,bus5,car6,bus6,car7,bus7,car8,bus8,holiday
25/08/2017,Friday,09:23:53,563.8833333,2,11,26,24,51,39,57,18,44,21,50,32,52,42,59,28,51,Y
25/08/2017,Friday,09:31:32,571.5333333,2,11,21,26,56,39,64,18,44,20,50,31,52,43,59,28,57,Y
25/08/2017,Friday,09:39:12,579.2,2,11,21,26,45,40,59,18,44,21,50,30,53,44,58,28,51,Y
25/08/2017,Friday,09:46:51,586.85,2,10,21,25,45,41,66,18,37,21,46,29,53,44,58,29,51,Y
25/08/2017,Friday,09:54:32,594.5333333,2,12,21,26,51,42,59,19,44,21,46,28,52,47,55,29,51,Y
05/09/2017,Tuesday,09:00:14,540.2333333,2,10,26,24,56,56,64,20,46,26,52,38,53,46,69,28,54,Y
05/09/2017,Tuesday,09:07:55,547.9166667,2,10,26,25,48,55,63,20,40,24,48,37,52,46,58,29,51,Y
05/09/2017,Tuesday,09:15:37,555.6166667,2,10,29,25,51,53,59,20,33,25,48,37,53,46,58,29,51,Y
05/09/2017,Tuesday,09:23:16,563.2666667,2,10,26,25,51,56,57,20,46,25,52,34,52,46,58,29,51,Y
05/09/2017,Tuesday,09:30:56,570.9333333,2,10,21,25,56,53,64,21,46,24,52,34,52,48,59,30,57,Y
05/09/2017,Tuesday,09:38:35,578.5833333,2,10,21,25,45,52,59,20,46,24,48,36,53,53,58,30,51,Y
05/09/2017,Tuesday,09:46:14,586.2333333,2,11,21,25,45,54,66,21,40,24,48,37,53,54,58,38,51,Y
05/09/2017,Tuesday,09:53:55,593.9166667,2,11,21,25,51,52,54,21,46,24,48,37,52,54,55,56,51,Y
15/08/2017,Tuesday,09:03:32,543.5333333,2,10,25,24,47,40,63,18,37,22,49,23,53,41,60,27,54,Y
15/08/2017,Tuesday,09:11:11,551.1833333,2,12,25,25,47,39,59,18,37,21,45,23,52,41,60,28,51,Y
15/08/2017,Tuesday,09:18:49,558.8166667,2,10,34,25,52,41,59,19,31,21,45,23,53,42,60,28,51,Y
15/08/2017,Tuesday,09:26:28,566.4666667,2,10,25,24,50,41,64,18,44,21,49,23,52,42,65,29,54,Y
