date,Actual Time,to_minutes,slot,car1,car2,car3,car4,car5,car6,car7,car8,Holiday
18:42:37,13:04:31,784.5166667,6,21,49,82,33,34,38,68,46,N
18:42:37,13:09:38,789.6333333,6,21,48,82,33,34,37,69,46,N
18:42:37,13:14:46,794.7666667,6,21,48,83,33,34,37,68,46,N
18:42:37,13:19:54,799.9,6,21,49,83,32,34,36,71,46,N
18:42:37,13:25:01,805.0166667,6,21,49,82,32,34,36,70,45,N
18:42:37,13:37:15,817.25,6,20,48,81,32,33,36,67,45,N
18:42:37,13:42:22,822.3666667,6,21,48,80,32,33,36,67,46,N
18:42:37,13:47:30,827.5,6,21,48,78,32,33,35,69,46,N
18:42:37,13:52:43,832.7166667,6,21,47,77,32,32,37,68,46,N
18:42:37,13:57:50,837.8333333,6,21,47,78,32,32,37,67,46,N
25:42:37,13:00:01,780.0166667,6,22,50,84,34,33,38,68,50,N
25:42:37,13:06:11,786.1833333,6,21,48,85,34,33,37,68,50,N
25:42:37,13:12:22,792.3666667,6,21,48,86,33,33,37,69,50,N
25:42:37,13:18:34,798.5666667,6,21,49,86,33,33,36,68,50,N
25:42:37,13:24:45,804.75,6,21,49,85,33,33,36,69,51,N
25:42:37,13:30:55,810.9166667,6,21,49,84,32,33,36,69,52,N
25:42:37,13:37:06,817.1,6,20,48,84,33,33,36,67,52,N
25:42:37,13:43:16,823.2666667,6,21,48,82,33,32,36,67,51,N
25:42:37,13:49:26,829.4333333,6,21,48,83,33,32,36,68,46,N
25:42:37,13:55:37,835.6166667,6,20,47,81,33,31,37,68,46,N
13:42:37,13:01:31,781.5166667,6,21,49,107,33,32,49,75,52,N
13:42:37,13:04:54,784.9,6,21,48,108,33,32,49,75,53,N
13:42:37,13:08:17,788.2833333,6,20,48,107,33,32,49,75,52,N
13:42:37,13:11:39,791.65,6,20,48,89,33,32,49,74,52,N
13:42:37,13:15:02,795.0333333,6,20,48,107,33,32,49,73,46,N
13:42:37,13:18:25,798.4166667,6,20,48,106,32,34,50,72,52,N
13:42:37,13:21:48,801.8,6,20,48,87,32,34,48,71,53,N
13:42:37,13:25:11,805.1833333,6,20,48,87,32,34,47,70,53,N
13:42:37,13:28:35,808.5833333,6,20,48,86,31,34,47,69,53,N
13:42:37,13:31:57,811.95,6,20,47,84,31,33,47,69,53,N
13:42:37,13:35:20,815.3333333,6,20,47,110,32,33,48,69,54,N
13:42:37,13:38:43,818.7166667,6,20,47,108,31,33,48,69,53,N
13:42:37,13:42:06,822.1,6,19,46,82,31,33,48,69,53,N
13:42:37,13:45:29,825.4833333,6,20,46,107,31,32,42,69,52,N
13:42:37,13:48:52,828.8666667,6,20,46,81,31,32,49,69,52,N
13:42:37,13:52:15,832.25,6,19,46,82,31,32,42,69,52,N
13:42:37,13:55:38,835.6333333,6,19,46,107,31,31,48,69,51,N
13:42:37,13:59:01,839.0166667,6,20,46,105,30,31,50,68,52,N
20:42:37,13:05:34,785.5666667,6,21,48,89,33,33,41,75,52,N
20:42:37,13:11:45,791.75,6,20,48,89,33,34,41,74,53,N
20:42:37,13:17:56,797.9333333,6,20,47,86,32,34,41,72,52,N
20:42:37,13:24:09,804.15,6,20,48,87,32,34,40,70,53,N
20:42:37,13:30:19,810.3166667,6,21,47,85,31,34,40,69,53,N
20:42:37,13:36:24,816.4,6,20,47,84,32,33,41,68,53,N
20:42:37,13:42:35,822.5833333,6,19,46,82,31,33,42,69,53,N
20:42:37,13:48:45,828.75,6,20,46,80,31,32,42,68,52,N
20:42:37,13:54:55,834.9166667,6,19,46,79,31,31,42,68,52,N
21:42:37,13:05:16,785.2666667,6,20,48,109,34,32,42,74,53,N
21:42:37,13:11:32,791.5333333,6,20,48,108,33,31,42,73,53,N
21:42:37,13:17:44,797.7333333,6,20,47,90,32,32,42,72,52,N
21:42:37,13:23:55,803.9166667,6,20,46,89,32,32,42,71,53,N
21:42:37,13:30:08,810.1333333,6,20,47,87,32,32,43,71,52,N
21:42:37,13:36:24,816.4,6,19,47,85,32,31,43,69,52,N
21:42:37,13:42:35,822.5833333,6,20,46,85,32,31,43,69,48,N
21:42:37,13:48:46,828.7666667,6,20,45,86,32,31,43,70,52,N
21:42:37,13:54:57,834.95,6,19,46,86,32,30,43,72,47,N
15:42:37,13:01:32,781.5333333,6,20,46,109,33,34,42,71,50,N
15:42:37,13:06:40,786.6666667,6,20,46,111,33,34,41,71,44,N
15:42:37,13:11:50,791.8333333,6,20,47,109,32,35,41,71,48,N
15:42:37,13:17:04,797.0666667,6,20,47,108,32,35,40,69,48,N
15:42:37,13:22:12,802.2,6,19,46,110,32,35,40,69,48,N
15:42:37,13:27:20,807.3333333,6,19,46,110,32,35,40,69,48,N
15:42:37,13:32:28,812.4666667,6,19,45,109,31,34,48,68,47,N
15:42:37,13:37:36,817.6,6,19,45,107,31,33,48,68,48,N
15:42:37,13:42:43,822.7166667,6,19,45,105,31,32,48,67,47,N
15:42:37,13:47:52,827.8666667,6,19,44,80,31,33,42,67,48,N
15:42:37,13:52:59,832.9833333,6,18,44,79,32,33,47,67,48,N
15:42:37,13:58:07,838.1166667,6,19,44,79,32,34,47,68,48,N
16:42:37,13:01:30,781.5,6,24,48,118,33,37,55,71,48,N
16:42:37,13:06:37,786.6166667,6,24,48,94,33,38,55,71,48,N
16:42:37,13:15:08,795.1333333,6,23,48,102,33,37,58,70,49,N
16:42:37,13:20:17,800.2833333,6,24,48,91,34,37,53,70,49,N
16:42:37,13:28:43,808.7166667,6,23,47,94,34,36,53,69,49,N
16:42:37,13:33:50,813.8333333,6,22,47,95,33,35,56,68,49,N
16:42:37,13:38:57,818.95,6,22,47,94,33,35,50,67,49,N
16:42:37,13:44:05,824.0833333,6,22,47,92,33,35,55,66,50,N
16:42:37,13:49:12,829.2,6,22,47,94,33,36,53,65,50,N
16:42:37,13:54:20,834.3333333,6,22,46,89,33,36,51,66,50,N
16:42:37,13:59:27,839.45,6,22,46,90,33,36,51,66,49,N
23:42:37,13:03:00,783,6,24,48,95,33,35,50,71,48,N
23:42:37,13:09:12,789.2,6,24,48,93,33,36,49,71,48,N
23:42:37,13:16:42,796.7,6,23,48,99,34,36,49,70,49,N
23:42:37,13:22:53,802.8833333,6,24,48,91,34,36,49,69,49,N
23:42:37,13:29:03,809.05,6,23,47,91,35,35,50,69,49,N
23:42:37,13:35:09,815.15,6,22,47,92,33,35,51,68,49,N
23:42:37,13:41:20,821.3333333,6,22,47,92,33,35,50,66,50,N
23:42:37,13:47:26,827.4333333,6,22,47,91,34,34,55,66,50,N
23:42:37,13:53:37,833.6166667,6,22,46,89,33,36,54,66,50,N
23:42:37,13:59:48,839.8,6,22,46,88,33,35,53,65,49,N
24:42:37,13:05:14,785.2333333,6,19,42,74,32,34,36,61,45,N
24:42:37,13:11:25,791.4166667,6,19,42,73,33,34,35,61,45,N
24:42:37,13:17:31,797.5166667,6,19,42,71,33,34,34,60,45,N
24:42:37,13:23:45,803.75,6,18,42,69,33,34,34,60,44,N
24:42:37,13:29:56,809.9333333,6,18,41,68,32,33,34,59,44,N
24:42:37,13:36:07,816.1166667,6,18,40,69,32,33,34,59,43,N
24:42:37,13:42:18,822.3,6,21,40,69,32,33,33,58,44,N
24:42:37,13:48:28,828.4666667,6,18,40,69,33,33,33,57,43,N
24:42:37,13:54:40,834.6666667,6,18,40,64,34,33,33,58,43,N
17:42:37,13:04:09,784.15,6,19,42,72,32,35,36,61,45,Y
17:42:37,13:09:17,789.2833333,6,19,42,73,32,35,35,61,45,Y
17:42:37,13:14:25,794.4166667,6,19,42,71,32,35,35,60,45,Y
17:42:37,13:19:32,799.5333333,6,19,42,66,32,35,34,60,45,Y
17:42:37,13:24:40,804.6666667,6,18,41,69,32,35,34,60,44,Y
