date,day,actual time,to_minutes,slot,car1,bus1 ,car2,bus2,car3,bus3,car4,bus4,car5,bus5,car6,bus6,car7,bus7,car8,bus8,holiday
25/08/2017,Friday,18:05:21,1085.35,11,13,26,30,56,81,63,23,44,22,46,62,53,49,59,33,51,Y
25/08/2017,Friday,18:13:08,1093.133333,11,13,26,28,56,80,57,23,37,22,50,66,53,49,76,34,51,Y
25/08/2017,Friday,18:39:22,1119.366667,11,12,26,27,45,81,59,23,44,23,50,68,52,49,80,33,51,Y
25/08/2017,Friday,18:47:02,1127.033333,11,13,26,26,45,82,59,24,37,22,50,70,52,50,80,33,51,Y
25/08/2017,Friday,18:54:41,1134.683333,11,12,28,27,56,82,64,24,37,22,46,66,52,51,69,35,70,Y
05/09/2017,Tuesday,18:05:11,1085.183333,11,12,26,30,56,46,63,37,46,24,48,57,53,51,59,76,51,Y
05/09/2017,Tuesday,18:12:53,1092.883333,11,12,26,29,56,46,57,33,40,22,52,59,53,50,76,73,51,Y
05/09/2017,Tuesday,18:20:33,1100.55,11,11,26,30,56,46,64,32,40,22,52,55,52,53,59,75,51,Y
05/09/2017,Tuesday,18:28:15,1108.25,11,11,26,29,51,49,63,34,46,22,52,55,52,49,59,74,56,Y
05/09/2017,Tuesday,18:35:56,1115.933333,11,11,26,29,56,49,64,40,46,22,52,58,53,50,59,73,51,Y
05/09/2017,Tuesday,18:43:38,1123.633333,11,11,26,30,45,47,59,32,40,22,52,59,52,50,80,76,51,Y
05/09/2017,Tuesday,18:51:18,1131.3,11,11,28,28,51,47,59,30,40,22,48,60,52,50,69,69,51,Y
05/09/2017,Tuesday,18:58:59,1138.983333,11,11,28,30,56,48,63,27,40,22,52,61,52,51,62,70,51,Y
15/08/2017,Tuesday,18:06:20,1086.333333,11,12,25,26,55,61,63,22,44,21,45,25,53,43,80,34,51,Y
15/08/2017,Tuesday,18:13:59,1093.983333,11,11,25,26,55,64,64,22,37,22,49,25,53,45,80,34,51,Y
15/08/2017,Tuesday,18:21:39,1101.65,11,12,25,27,55,62,59,22,37,23,49,25,52,45,70,38,51,Y
15/08/2017,Tuesday,18:29:18,1109.3,11,12,25,27,51,61,63,23,44,23,49,25,52,44,79,35,56,Y
15/08/2017,Tuesday,18:36:59,1116.983333,11,11,25,27,55,61,64,23,44,23,49,25,53,47,79,35,51,Y
15/08/2017,Tuesday,18:44:40,1124.666667,11,11,25,26,44,63,59,24,40,23,52,24,52,48,79,38,51,Y
15/08/2017,Tuesday,18:52:39,1132.65,11,12,27,27,55,66,59,23,37,23,45,24,52,48,68,36,51,Y
12/08/2017,Saturday,18:01:28,1081.466667,11,24,25,31,55,81,59,23,40,23,47,28,52,51,80,38,59,Y
12/08/2017,Saturday,18:10:17,1090.283333,11,22,25,31,51,77,57,24,46,23,52,28,52,55,80,38,51,Y
12/08/2017,Saturday,18:18:01,1098.016667,11,23,25,32,55,83,64,25,40,23,52,28,52,53,70,39,51,Y
12/08/2017,Saturday,18:25:51,1105.85,11,19,25,33,55,82,59,24,46,23,52,29,52,51,70,40,56,Y
12/08/2017,Saturday,18:33:37,1113.616667,11,18,25,32,55,82,64,26,46,24,39,30,53,53,79,40,51,Y
12/08/2017,Saturday,18:41:21,1121.35,11,17,25,32,44,79,59,26,46,23,52,27,52,55,79,42,51,Y
12/08/2017,Saturday,18:49:04,1129.066667,11,15,25,31,44,82,59,24,40,24,47,28,52,60,79,44,51,Y
12/08/2017,Saturday,18:56:45,1136.75,11,15,27,32,55,87,55,25,40,23,47,29,52,54,68,46,51,Y
13/08/2017,Sunday,18:04:10,1084.166667,11,15,25,27,55,59,63,22,46,24,47,28,53,47,80,33,51,Y
13/08/2017,Sunday,18:11:51,1091.85,11,13,25,28,50,57,57,21,46,23,52,25,52,46,80,32,51,Y
13/08/2017,Sunday,18:19:33,1099.55,11,14,25,29,55,57,64,22,40,24,52,26,52,48,76,32,51,Y
13/08/2017,Sunday,18:27:12,1107.2,11,14,25,28,51,57,59,23,46,23,52,26,52,50,79,35,56,Y
13/08/2017,Sunday,18:34:58,1114.966667,11,13,25,28,55,60,64,23,46,24,52,25,53,51,79,34,51,Y
13/08/2017,Sunday,18:42:38,1122.633333,11,11,25,27,44,60,59,23,46,24,52,24,52,50,79,34,51,Y
13/08/2017,Sunday,18:50:18,1130.3,11,12,25,27,44,62,59,24,40,24,47,24,52,50,79,34,51,Y
13/08/2017,Sunday,18:58:59,1138.983333,11,11,27,29,55,58,63,24,40,25,52,25,52,48,68,33,51,Y
20/08/2017,Sunday,18:01:46,1081.766667,11,17,25,29,55,58,59,21,37,24,45,26,52,48,80,32,59,Y
20/08/2017,Sunday,18:09:31,1089.516667,11,13,25,27,51,62,57,22,44,23,45,26,52,47,80,31,51,Y
20/08/2017,Sunday,18:17:12,1097.2,11,14,25,27,55,57,64,22,37,24,49,25,53,50,76,32,51,Y
20/08/2017,Sunday,18:24:57,1104.95,11,14,25,27,55,58,59,22,44,23,49,26,52,50,79,31,56,Y
20/08/2017,Sunday,18:32:41,1112.683333,11,12,25,26,55,57,64,22,44,24,37,25,53,51,79,33,51,Y
20/08/2017,Sunday,18:40:23,1120.383333,11,11,25,26,44,59,59,22,44,24,49,25,52,49,79,33,51,Y
20/08/2017,Sunday,18:48:06,1128.1,11,12,25,27,44,61,59,23,37,25,49,25,52,51,79,32,51,Y
20/08/2017,Sunday,18:55:49,1135.816667,11,12,27,27,55,57,63,23,37,25,45,26,52,49,68,32,51,Y
27/08/2017,Sunday,18:03:24,1083.4,11,20,26,28,56,76,64,21,44,24,46,30,53,52,64,40,51,Y
27/08/2017,Sunday,18:11:05,1091.083333,11,16,26,28,51,77,57,21,44,24,50,29,52,53,76,42,51,Y
27/08/2017,Sunday,18:18:47,1098.783333,11,15,26,28,56,79,64,22,37,24,50,28,52,49,69,42,51,Y
27/08/2017,Sunday,18:26:32,1106.533333,11,16,26,27,56,68,59,22,44,24,50,27,52,52,69,43,56,Y
27/08/2017,Sunday,18:34:22,1114.366667,11,16,26,27,56,79,64,22,44,25,50,27,53,55,80,45,51,Y
27/08/2017,Sunday,18:42:15,1122.25,11,17,26,28,45,67,59,23,44,24,50,25,52,50,80,43,51,Y
27/08/2017,Sunday,18:51:29,1131.483333,11,20,28,30,51,71,59,23,37,25,46,25,52,50,69,43,51,Y
27/08/2017,Sunday,18:59:14,1139.233333,11,15,28,29,56,83,63,24,37,24,46,26,52,50,62,45,51,Y
03/09/2017,Sunday,18:06:33,1086.55,11,14,26,27,56,64,63,26,46,22,48,28,53,50,76,34,51,Y
03/09/2017,Sunday,18:14:19,1094.316667,11,12,21,27,56,62,64,25,40,23,52,27,53,50,76,33,51,Y
03/09/2017,Sunday,18:22:08,1102.133333,11,13,26,27,56,64,59,26,40,23,52,26,53,52,69,33,51,Y
03/09/2017,Sunday,18:29:48,1109.8,11,12,26,27,51,62,63,25,46,23,52,26,52,53,80,34,59,Y
03/09/2017,Sunday,18:37:31,1117.516667,11,12,26,27,45,60,64,25,46,24,52,27,53,53,80,34,51,Y
03/09/2017,Sunday,18:45:13,1125.216667,11,12,26,27,45,60,59,25,40,23,52,25,52,55,80,34,51,Y
03/09/2017,Sunday,18:52:59,1132.983333,11,12,28,27,56,59,59,29,40,24,48,26,52,53,69,34,51,Y
24/09/2017,Sunday,18:07:12,1087.2,11,12,24,26,44,66,64,23,42,23,46,27,53,51,92,32,63,Y
24/09/2017,Sunday,18:14:52,1094.866667,11,12,22,26,44,60,64,24,42,23,46,26,53,55,92,34,63,Y
24/09/2017,Sunday,18:22:31,1102.516667,11,12,24,26,40,62,69,23,42,23,46,25,53,50,92,32,70,Y
