date,Monday,actual time,to_minutes,slot,car1,bus1,car2,bus2,car3,bus3,car4,bus4,car5,bus5,car6,bus6,car7,bus7,car8,bus8,Holiday
08/08/2017,Tuesday,17:54:22,1074.3666666667,10,17,25,29,55,67,59,44,40,24,47,51,53,49,80,36,51,N
22/08/2017,Tuesday,17:05:26,1025.4333333333,10,15,25,32,55,71,64,30,44,22,45,45,53,45,98,35,51,N
22/08/2017,Tuesday,17:13:05,1033.0833333333,10,15,27,31,45,70,63,41,37,23,49,51,53,47,82,35,51,N
22/08/2017,Tuesday,17:20:45,1040.75,10,16,25,30,45,72,59,46,37,22,45,56,53,45,70,37,51,N
22/08/2017,Tuesday,17:28:25,1048.4166666667,10,15,25,32,51,71,59,44,37,22,45,49,52,48,70,35,59,N
22/08/2017,Tuesday,17:36:05,1056.0833333333,10,16,25,30,55,68,63,39,44,22,49,49,53,46,70,38,51,N
22/08/2017,Tuesday,17:43:48,1063.8,10,15,25,29,55,71,63,36,44,22,49,59,52,47,83,40,51,N
22/08/2017,Tuesday,17:51:58,1071.9666666667,10,15,25,29,51,72,58,38,44,24,45,60,52,47,80,38,51,N
22/08/2017,Tuesday,17:59:39,1079.65,10,15,25,30,55,71,59,40,37,25,45,50,52,49,80,37,59,N
29/08/2017,Tuesday,17:05:05,1025.0833333333,10,17,26,31,56,70,64,28,48,22,48,41,53,46,96,36,51,N
29/08/2017,Tuesday,17:12:44,1032.7333333333,10,20,28,31,45,70,63,36,46,23,52,44,53,47,62,35,51,N
29/08/2017,Tuesday,17:20:24,1040.4,10,19,26,29,45,77,59,38,40,24,48,63,53,50,62,42,51,N
29/08/2017,Tuesday,17:28:03,1048.05,10,18,26,31,51,81,59,41,40,24,52,52,52,49,62,40,59,N
29/08/2017,Tuesday,17:41:53,1061.8833333333,10,16,21,29,56,79,63,41,46,24,52,57,52,49,64,40,51,N
29/08/2017,Tuesday,17:49:34,1069.5666666667,10,17,26,30,51,74,64,49,46,24,48,61,52,48,59,40,51,N
29/08/2017,Tuesday,17:57:15,1077.25,10,14,26,29,56,71,59,52,40,24,48,55,53,49,59,44,59,N
12/09/2017,Tuesday,17:04:40,1024.6666666667,10,13,26,31,56,60,69,24,44,23,46,47,53,49,96,34,51,N
12/09/2017,Tuesday,17:12:20,1032.3333333333,10,13,28,31,45,60,69,30,44,23,50,49,53,49,62,34,51,N
12/09/2017,Tuesday,17:20:01,1040.0166666667,10,13,26,30,45,67,69,33,37,22,50,52,53,50,62,35,51,N
12/09/2017,Tuesday,17:27:42,1047.7,10,13,26,32,51,66,64,35,37,25,46,52,53,49,62,35,56,N
12/09/2017,Tuesday,17:35:23,1055.3833333333,10,16,26,29,56,65,69,33,44,24,50,55,53,51,64,35,51,N
12/09/2017,Tuesday,17:43:04,1063.0666666667,10,13,21,30,56,69,69,45,44,26,50,60,52,51,64,36,51,N
12/09/2017,Tuesday,17:55:54,1075.9,10,14,26,29,56,63,64,39,37,25,46,62,53,52,59,34,59,N
19/09/2017,Tuesday,17:05:48,1025.8,10,14,22,29,40,61,69,26,40,24,40,40,53,48,79,34,51,N
19/09/2017,Tuesday,17:15:53,1035.8833333333,10,15,23,28,40,66,69,30,40,23,43,45,53,49,62,35,51,N
19/09/2017,Tuesday,17:23:30,1043.5,10,14,26,30,44,69,64,33,40,24,40,45,53,51,62,35,51,N
19/09/2017,Tuesday,17:31:10,1051.1666666667,10,16,22,29,44,73,69,35,40,24,43,50,52,49,64,34,59,N
19/09/2017,Tuesday,17:38:54,1058.9,10,16,25,30,44,73,69,37,40,23,43,52,52,52,64,34,51,N
19/09/2017,Tuesday,17:46:41,1066.6833333333,10,14,24,31,40,72,70,41,40,26,43,56,52,52,64,34,51,N
19/09/2017,Tuesday,17:54:17,1074.2833333333,10,15,26,32,44,73,64,46,40,23,40,57,53,51,67,35,51,N
09/08/2017,Wednesday,17:01:33,1021.55,10,17,25,31,52,62,64,22,46,21,47,50,52,45,98,41,57,N
09/08/2017,Wednesday,17:09:12,1029.2,10,17,25,32,51,61,64,23,46,22,52,51,52,44,98,37,51,N
09/08/2017,Wednesday,17:16:51,1036.85,10,17,27,31,45,65,63,26,40,23,52,57,53,46,76,42,51,N
09/08/2017,Wednesday,17:24:31,1044.5166666667,10,23,25,31,55,58,59,26,40,22,47,64,53,46,70,42,51,N
09/08/2017,Wednesday,17:32:11,1052.1833333333,10,25,25,33,50,58,67,30,40,22,52,63,52,46,70,41,51,N
09/08/2017,Wednesday,17:39:51,1059.85,10,20,25,33,55,66,63,29,46,23,52,70,52,46,70,42,51,N
09/08/2017,Wednesday,17:47:30,1067.5,10,21,25,31,51,65,64,32,46,24,52,60,52,46,80,40,51,N
16/08/2017,Wednesday,17:02:10,1022.1666666667,10,20,25,30,55,63,64,22,44,22,45,45,52,44,98,35,57,N
16/08/2017,Wednesday,17:09:49,1029.8166666667,10,18,25,30,51,65,64,24,44,22,45,44,52,45,98,39,51,N
23/08/2017,Wednesday,17:00:19,1020.3166666667,10,22,25,30,52,70,64,22,44,22,45,45,52,44,98,35,57,N
23/08/2017,Wednesday,17:11:00,1031,10,21,27,30,51,72,64,26,44,22,49,52,52,47,82,40,51,N
23/08/2017,Wednesday,17:18:41,1038.6833333333,10,19,27,34,45,74,63,34,37,22,49,56,53,46,76,39,51,N
23/08/2017,Wednesday,17:26:22,1046.3666666667,10,20,25,34,55,75,59,37,37,23,45,49,53,47,70,36,56,N
23/08/2017,Wednesday,17:34:04,1054.0666666667,10,18,25,31,55,73,63,39,36,24,49,50,53,46,70,37,51,N
23/08/2017,Wednesday,17:41:45,1061.75,10,19,25,31,55,75,63,41,44,24,49,53,52,47,70,41,51,N
23/08/2017,Wednesday,17:49:27,1069.45,10,19,25,30,51,73,64,46,44,24,49,54,52,45,80,42,51,N
23/08/2017,Wednesday,17:57:07,1077.1166666667,10,24,25,32,55,72,59,42,37,25,45,52,53,48,80,43,59,N
13/09/2017,Wednesday,17:03:07,1023.1166666667,10,14,26,30,56,58,69,23,37,23,46,42,53,55,96,36,57,N
13/09/2017,Wednesday,17:10:48,1030.8,10,14,28,29,51,62,69,33,44,22,50,42,52,50,62,34,51,N
13/09/2017,Wednesday,17:18:30,1038.5,10,17,28,30,45,61,69,34,37,24,50,42,53,50,62,37,51,N
13/09/2017,Wednesday,17:26:16,1046.2666666667,10,13,26,28,56,59,64,37,37,23,46,47,53,52,62,36,56,N
13/09/2017,Wednesday,17:33:57,1053.95,10,14,26,28,56,67,69,38,36,24,50,47,53,51,64,39,51,N
13/09/2017,Wednesday,17:41:37,1061.6166666667,10,14,21,28,56,64,69,38,44,24,50,49,52,50,64,38,51,N
13/09/2017,Wednesday,17:49:18,1069.3,10,14,26,29,51,66,70,43,44,25,50,48,52,51,59,41,51,N
13/09/2017,Wednesday,17:57:02,1077.0333333333,10,14,26,29,55,69,64,36,37,25,46,51,53,51,59,41,59,N
10/08/2017,Thursday,17:06:43,1026.7166666667,10,15,25,30,51,69,64,24,48,21,47,43,53,44,98,36,51,N
10/08/2017,Thursday,17:14:21,1034.35,10,20,27,29,45,68,63,26,40,21,52,44,53,44,82,37,51,N
10/08/2017,Thursday,17:22:00,1042,10,19,25,30,44,68,59,33,40,21,47,43,53,44,70,39,51,N
10/08/2017,Thursday,17:29:38,1049.6333333333,10,18,25,28,51,68,67,34,40,22,52,46,52,45,70,44,59,N
10/08/2017,Thursday,17:37:18,1057.3,10,19,25,29,55,70,63,36,46,22,52,52,53,45,70,43,51,N
10/08/2017,Thursday,17:55:14,1075.2333333333,10,17,25,31,55,70,59,38,40,23,47,64,53,44,80,44,59,N
17/08/2017,Thursday,17:06:35,1026.5833333333,10,16,25,29,51,61,64,23,44,22,45,47,53,44,98,36,51,N
17/08/2017,Thursday,17:14:18,1034.3,10,15,27,31,45,62,63,29,40,22,52,45,53,45,82,35,51,N
17/08/2017,Thursday,17:21:58,1041.9666666667,10,14,25,31,44,62,59,28,37,22,45,44,53,46,70,36,51,N
17/08/2017,Thursday,17:29:40,1049.6666666667,10,15,25,31,51,58,67,30,37,22,45,52,52,44,70,36,59,N
17/08/2017,Thursday,17:37:25,1057.4166666667,10,14,25,31,55,60,63,35,44,22,49,59,53,44,70,37,51,N
17/08/2017,Thursday,17:51:25,1071.4166666667,10,15,25,30,51,69,58,36,46,22,45,57,52,44,80,39,51,N
17/08/2017,Thursday,17:59:07,1079.1166666667,10,17,25,29,55,64,59,35,37,23,45,59,52,44,80,42,59,N
24/08/2017,Thursday,17:03:15,1023.25,10,22,26,31,56,71,64,26,37,23,46,46,53,44,96,43,57,N
24/08/2017,Thursday,17:10:55,1030.9166666667,10,26,28,31,51,72,64,29,44,23,50,50,52,45,62,45,51,N
24/08/2017,Thursday,17:18:39,1038.65,10,25,26,31,45,73,63,36,37,23,50,49,53,46,62,44,51,N
24/08/2017,Thursday,17:26:19,1046.3166666667,10,28,26,34,56,75,59,40,37,24,46,54,53,47,62,41,56,N
24/08/2017,Thursday,17:33:59,1053.9833333333,10,29,26,32,56,74,63,38,36,24,50,59,53,45,64,40,51,N
24/08/2017,Thursday,17:41:39,1061.65,10,26,21,31,56,76,63,43,44,24,50,59,52,44,64,41,51,N
24/08/2017,Thursday,17:49:23,1069.3833333333,10,25,26,32,51,75,64,42,44,23,50,58,52,44,59,42,51,N
24/08/2017,Thursday,17:57:03,1077.05,10,23,26,29,55,77,59,52,37,24,46,54,53,44,59,44,59,N
14/09/2017,Thursday,17:05:59,1025.9833333333,10,17,26,28,56,60,69,23,44,22,46,43,53,46,79,36,51,N
14/09/2017,Thursday,17:25:53,1045.8833333333,10,15,26,29,56,63,64,37,37,23,46,45,53,46,62,34,56,N
14/09/2017,Thursday,17:33:45,1053.75,10,14,26,29,56,64,69,34,36,25,50,44,53,48,62,33,51,N
14/09/2017,Thursday,17:41:33,1061.55,10,15,21,31,56,62,69,38,44,25,50,54,52,48,62,35,51,N
14/09/2017,Thursday,17:49:20,1069.3333333333,10,19,26,32,51,64,70,45,44,25,50,49,52,47,62,34,51,N
21/09/2017,Thursday,17:30:44,1050.7333333333,10,17,22,29,44,70,69,36,42,24,46,48,52,53,64,35,59,N
21/09/2017,Thursday,17:38:25,1058.4166666667,10,14,25,29,44,74,69,41,42,24,46,56,52,50,64,38,51,N
21/09/2017,Thursday,17:50:47,1070.7833333333,10,14,22,29,44,75,64,41,42,25,42,58,52,49,59,37,51,N
21/09/2017,Thursday,17:58:30,1078.5,10,13,26,30,44,73,64,38,42,24,46,58,52,49,67,39,59,N
11/08/2107,Friday,17:06:10,1026.1666666667,10,21,25,30,55,67,64,29,48,23,47,47,53,46,98,40,51,N
11/08/2107,Friday,17:13:49,1033.8166666667,10,22,27,30,45,66,63,32,40,24,52,54,53,46,82,37,51,N
11/08/2107,Friday,17:21:29,1041.4833333333,10,23,25,31,45,68,59,36,40,24,47,61,53,46,70,39,51,N
11/08/2107,Friday,17:29:10,1049.1666666667,10,22,25,30,51,68,67,37,40,24,52,57,52,47,70,46,59,N
11/08/2107,Friday,17:36:51,1056.85,10,24,25,29,55,68,63,41,46,24,52,65,53,47,70,44,51,N
11/08/2107,Friday,17:44:30,1064.5,10,25,25,31,55,71,64,43,46,24,52,63,52,47,83,44,51,N
11/08/2107,Friday,17:52:08,1072.1333333333,10,28,25,32,50,72,59,43,46,25,47,71,53,48,80,41,51,N
11/08/2107,Friday,17:59:48,1079.8,10,28,25,30,55,70,59,43,40,25,47,66,52,47,80,44,59,N
18/08/2017,Friday,17:07:27,1027.45,10,17,25,30,51,68,64,33,44,23,45,50,53,48,98,34,51,N
18/08/2017,Friday,17:15:12,1035.2,10,21,27,31,45,68,63,34,37,24,49,59,53,49,81,37,51,N
18/08/2017,Friday,17:22:54,1042.9,10,19,25,32,47,68,59,38,37,23,45,54,53,48,70,39,51,N
18/08/2017,Friday,17:30:38,1050.6333333333,10,18,25,31,51,67,67,40,37,22,49,58,52,47,70,40,59,N
18/08/2017,Friday,17:38:19,1058.3166666667,10,17,25,32,55,70,63,37,44,23,49,59,52,50,70,36,51,N
18/08/2017,Friday,17:46:05,1066.0833333333,10,18,25,30,55,71,64,43,44,24,49,67,52,46,80,36,51,N
18/08/2017,Friday,17:53:47,1073.7833333333,10,24,25,34,55,69,59,50,37,24,45,60,53,47,80,38,51,N
01/09/2017,Friday,17:01:55,1021.9166666667,10,20,26,30,56,69,64,24,46,23,48,60,52,48,96,37,57,N
01/09/2017,Friday,17:09:36,1029.6,10,22,26,30,51,69,61,27,46,25,52,63,52,47,96,37,51,N
01/09/2017,Friday,17:17:16,1037.2666666667,10,28,28,32,45,68,63,26,40,25,52,61,53,48,62,36,51,N
01/09/2017,Friday,17:24:55,1044.9166666667,10,25,26,31,56,67,59,26,40,24,48,68,53,47,62,36,56,N
01/09/2017,Friday,17:32:36,1052.6,10,32,26,30,56,68,66,28,40,24,52,64,52,47,64,40,51,N
01/09/2017,Friday,17:40:17,1060.2833333333,10,23,26,31,56,68,63,30,46,25,52,64,52,47,64,39,51,N
01/09/2017,Friday,17:47:57,1067.95,10,24,26,30,51,68,64,35,46,25,48,69,52,47,64,37,51,N
01/09/2017,Friday,17:55:40,1075.6666666667,10,22,26,30,56,68,59,47,56,32,57,65,53,46,59,38,59,N
08/09/2017,Friday,17:05:36,1025.6,10,16,26,28,56,64,64,28,48,23,48,51,53,49,96,35,51,N
08/09/2017,Friday,17:13:16,1033.2666666667,10,20,28,29,45,61,63,39,40,24,52,60,53,48,62,34,51,N
08/09/2017,Friday,17:20:58,1040.9666666667,10,17,26,29,45,62,59,38,40,22,48,64,53,48,62,36,51,N
08/09/2017,Friday,17:33:37,1053.6166666667,10,23,26,31,56,63,63,40,38,24,52,59,53,46,64,37,51,N
08/09/2017,Friday,17:41:17,1061.2833333333,10,20,21,32,56,63,63,45,46,26,52,60,52,47,64,39,51,N
08/09/2017,Friday,17:48:56,1068.9333333333,10,23,26,33,51,64,64,45,46,25,48,61,52,48,59,38,51,N
08/09/2017,Friday,17:56:43,1076.7166666667,10,22,26,32,55,66,59,49,40,27,48,59,53,49,59,39,59,N
15/09/2017,Friday,17:01:52,1021.8666666667,10,15,26,30,56,62,73,27,44,24,46,51,52,46,79,34,57,N
15/09/2017,Friday,17:09:39,1029.65,10,18,26,29,51,63,69,32,44,26,46,55,52,47,74,34,51,N
15/09/2017,Friday,17:19:19,1039.3166666667,10,15,26,29,45,65,69,35,37,26,50,58,53,47,62,34,51,N
15/09/2017,Friday,17:26:58,1046.9666666667,10,17,26,29,51,64,64,37,37,26,46,62,53,48,62,36,56,N
15/09/2017,Friday,17:34:34,1054.5666666667,10,15,26,29,56,67,69,37,44,26,50,62,53,50,64,38,51,N
15/09/2017,Friday,17:42:36,1062.6,10,16,21,29,56,62,69,39,44,26,50,65,52,50,64,38,51,N
15/09/2017,Friday,17:50:22,1070.3666666667,10,17,29,31,51,63,64,38,44,25,46,70,52,50,59,42,51,N
19/08/2017,Saturday,17:01:55,1021.9166666667,10,27,25,31,55,84,64,22,44,22,45,37,52,47,98,44,57,N
19/08/2017,Saturday,17:09:30,1029.5,10,25,25,29,51,79,64,22,44,22,45,37,52,46,98,37,51,N
19/08/2017,Saturday,17:17:04,1037.0666666667,10,22,27,30,45,79,63,22,37,22,49,39,53,49,70,37,51,N
19/08/2017,Saturday,17:24:38,1044.6333333333,10,23,25,30,55,78,59,22,37,22,45,40,53,50,70,37,51,N
19/08/2017,Saturday,17:32:12,1052.2,10,21,25,30,55,79,67,23,37,23,49,37,52,50,70,38,51,N
19/08/2017,Saturday,17:39:47,1059.7833333333,10,20,25,30,55,77,63,23,44,25,49,36,52,50,70,39,51,N
19/08/2017,Saturday,17:47:24,1067.4,10,20,25,31,51,81,64,23,44,23,49,38,52,51,80,43,51,N
19/08/2017,Saturday,17:55:03,1075.05,10,19,25,32,55,79,59,23,37,23,45,42,53,51,80,43,59,N
26/08/2017,Saturday,17:17:23,1037.3833333333,10,16,28,29,45,81,63,21,37,22,50,26,53,48,62,38,51,N
26/08/2017,Saturday,17:25:02,1045.0333333333,10,16,26,29,56,79,59,21,37,22,46,25,53,48,62,37,56,N
26/08/2017,Saturday,17:32:41,1052.6833333333,10,15,26,30,56,79,66,21,37,22,50,25,52,48,64,38,51,N
26/08/2017,Saturday,17:40:23,1060.3833333333,10,16,21,31,56,81,63,22,44,22,50,25,52,50,64,39,51,N
26/08/2017,Saturday,17:48:02,1068.0333333333,10,17,26,29,51,81,64,22,44,23,50,25,52,52,64,41,51,N
26/08/2017,Saturday,17:55:42,1075.7,10,18,26,29,56,80,59,22,37,23,46,25,53,50,59,41,59,N
09/09/2017,Saturday,17:06:14,1026.2333333333,10,16,26,30,56,78,69,23,48,21,48,33,53,48,96,35,51,N
09/09/2017,Saturday,17:13:56,1033.9333333333,10,15,28,30,45,72,69,23,40,21,52,32,53,49,62,36,51,N
09/09/2017,Saturday,17:21:35,1041.5833333333,10,16,26,30,45,73,68,24,40,22,48,32,53,50,62,37,51,N
09/09/2017,Saturday,17:29:17,1049.2833333333,10,14,26,30,51,73,64,23,40,22,52,31,52,50,62,37,59,N
09/09/2017,Saturday,17:36:56,1056.9333333333,10,14,26,31,55,77,69,24,46,22,52,31,53,50,64,40,51,N
09/09/2017,Saturday,17:44:35,1064.5833333333,10,16,21,30,56,78,70,24,46,22,52,29,52,53,64,39,51,N
09/09/2017,Saturday,17:52:15,1072.25,10,16,26,30,56,82,64,24,46,22,48,28,53,54,59,40,51,N
16/09/2017,Saturday,17:06:04,1026.0666666667,10,21,26,32,56,79,69,23,44,26,46,42,53,49,79,40,51,N
16/09/2017,Saturday,17:13:44,1033.7333333333,10,22,28,35,45,74,69,25,40,23,52,37,53,51,62,38,51,N
16/09/2017,Saturday,17:21:25,1041.4166666667,10,24,26,33,45,74,69,24,40,23,48,50,53,52,62,38,51,N
16/09/2017,Saturday,17:29:06,1049.1,10,22,26,34,51,72,64,23,37,22,46,40,52,51,62,39,59,N
16/09/2017,Saturday,17:36:45,1056.75,10,26,26,33,55,73,69,23,44,25,50,42,53,54,64,38,51,N
16/09/2017,Saturday,17:44:24,1064.4,10,22,21,35,56,71,70,24,44,25,50,41,52,55,64,39,51,N
16/09/2017,Saturday,17:52:04,1072.0666666667,10,19,26,35,51,75,64,26,44,28,46,39,53,55,59,40,51,N
16/09/2017,Saturday,17:59:45,1079.75,10,18,26,33,56,74,64,28,37,24,46,41,52,57,67,40,59,N
23/09/2017,Saturday,17:15:55,1035.9166666667,,19,23,32,40,74,69,23,42,21,46,29,53,55,69,36,51,N
